,screen_name,location,description,listed_count,friends_count,followers_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot
1698,0,0,0,0.0,0.0,0.0,0.0,1,1.2410316845317315e-06,1,0,0,b'Kardfogu',1
1699,1,0,0,0.0,0.0,5.8263046000081165e-06,2.2150381152683687e-06,1,0.002060857215333393,0,0,1,b'\xf0\x9f\xa7\xb6',1
1700,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1701,0,0,0,0.0,0.0039555062705063275,0.00013119230702776896,0.002381165973913496,1,0.0005649176227988441,1,0,0,b'Husband Made #BBNaija \xf0\x9f\x94\xa5\xf0\x9f\xa6\x8d',1
1702,0,0,0,7.829014327096219e-05,0.01040892618293645,0.0002784571784693534,0.04965561694902865,1,0.003526515634765368,1,0,0,b'Sign up for FFfg EU Army and expensive oil',1
1703,0,0,0,0.0005480310028967353,0.0004915802590513644,1.2456237420707008e-05,0.013043251941757789,1,0.0012596471597997073,0,0,1,b'mrs',1
1704,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1705,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1706,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1707,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1708,1,0,1,7.829014327096219e-05,1.143209904770615e-05,0.00018865172480715935,2.2150381152683687e-06,1,0.024735250710738847,0,0,1,b'Halo',1
1709,0,0,0,0.0017223831519611681,0.011929395356281366,0.00044681729070407075,0.024943544216037096,1,0.001387721629643382,1,0,0,b'packphour.eth // \xe2\x93\x9f\xe2\x9d\xb9 / \xe2\x99\x9c',1
1710,0,0,0,0.0003914507163548109,0.0001600493866678861,0.0016472369453609155,0.00034000835069369456,1,6.577467928018177e-05,1,0,0,b'Zonoswap',1
1711,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1712,0,0,0,0.0008611915759805841,0.00221211116573114,0.0002509329119106944,0.03981531012194892,1,0.004379849021049387,0,0,0,b'ToKneeVTuber\xf0\x9f\x94\xae COMMS OPEN | Needs a new treehouse',1
1713,1,0,1,0.0,0.0,6.429025765526198e-06,0.0,1,0.01896743185370917,1,0,1,b'The Age of Adz Bot',1
1714,0,0,0,0.00015658028654192438,0.0006173333485761321,5.123129906903689e-05,0.0011861529107262112,1,0.0047583636848315645,0,0,1,b'Moved to @ryokuucha',1
1715,0,0,0,7.829014327096219e-05,0.0013261234895339134,4.520408741385608e-05,0.009443815004446689,1,0.0005696335432000647,1,0,0,b'\xe2\x80\x8e.',1
1716,0,0,0,0.004227667736631958,0.00931144467435666,0.00018242360609680585,0.00010189175330234495,1,0.012692279244042924,1,0,1,b'\xe2\x80\xa2DravenStorm\xe2\x80\xa2',1
1717,1,0,1,0.008455335473263915,0.017559704137276644,0.0007134209529182353,1.1075190576341843e-06,1,0.03340385702719299,0,0,1,b'\xe6\xb5\xb7\xe7\x8e\x8b\xe3\x81\xbf\xe3\x81\xa1\xe3\x82\x8b',1
1718,0,0,0,0.0011743521490644327,0.00663633349719342,7.996100795873208e-05,0.05240669428819197,1,0.013448315746259655,0,0,0,b'corrin: dm for new @',1
1719,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
